filename,path,width,height,class,xmin,ymin,xmax,ymax
100895.jpg,UECFOOD256/149/100895.jpg,577,433,nachos,5,3,562,425
1009.jpg,UECFOOD256/11/1009.jpg,340,255,bibimbap,0,0,340,255
100915.jpg,UECFOOD256/149/100915.jpg,433,577,nachos,8,84,430,512
10093.jpg,UECFOOD256/116/10093.jpg,578,432,crape,97,75,482,397
101.jpg,UECFOOD256/104/101.jpg,500,375,almond jelly,51,4,478,340
1010.jpg,UECFOOD256/11/1010.jpg,340,270,bibimbap,4,6,331,266
10103.jpg,UECFOOD256/121/10103.jpg,500,500,chop suey,7,66,471,425
1011.jpg,UECFOOD256/11/1011.jpg,180,140,bibimbap,0,22,94,126
101139.jpg,UECFOOD256/149/101139.jpg,433,577,nachos,5,45,430,540
10119.jpg,UECFOOD256/121/10119.jpg,500,500,chop suey,6,10,496,493
1012.jpg,UECFOOD256/11/1012.jpg,175,140,bibimbap,2,0,170,124
101216.jpg,UECFOOD256/131/101216.jpg,421,310,namero,46,78,326,304
101223.jpg,UECFOOD256/131/101223.jpg,500,375,namero,21,84,493,359
10127.jpg,UECFOOD256/121/10127.jpg,578,432,chop suey,41,32,559,388
101271.jpg,UECFOOD256/149/101271.jpg,578,432,nachos,9,93,550,428
1013.jpg,UECFOOD256/11/1013.jpg,200,170,bibimbap,8,0,195,164
10131.jpg,UECFOOD256/118/10131.jpg,611,408,waffle,30,78,584,385
101392.jpg,UECFOOD256/149/101392.jpg,577,433,nachos,21,82,555,423
1014.jpg,UECFOOD256/11/1014.jpg,250,240,bibimbap,2,3,246,236
1015.jpg,UECFOOD256/11/1015.jpg,300,400,bibimbap,0,90,300,400
10150.jpg,UECFOOD256/121/10150.jpg,500,500,chop suey,14,87,460,491
10158.jpg,UECFOOD256/121/10158.jpg,433,577,chop suey,51,129,370,456
1016.jpg,UECFOOD256/11/1016.jpg,220,197,bibimbap,0,11,220,197
10160.jpg,UECFOOD256/124/10160.jpg,500,500,samul,28,22,467,435
101657.jpg,UECFOOD256/141/101657.jpg,450,333,chicken cutlet,22,15,407,303
10169.jpg,UECFOOD256/121/10169.jpg,500,500,chop suey,114,83,418,316
1017.jpg,UECFOOD256/11/1017.jpg,320,240,bibimbap,0,6,262,240
101717.jpg,UECFOOD256/141/101717.jpg,577,433,chicken cutlet,5,16,573,420
101727.jpg,UECFOOD256/141/101727.jpg,432,324,chicken cutlet,18,6,414,317
101738.jpg,UECFOOD256/153/101738.jpg,577,433,lasagna,23,32,546,321
10179.jpg,UECFOOD256/121/10179.jpg,577,433,chop suey,52,27,533,411
101793.jpg,UECFOOD256/141/101793.jpg,655,381,chicken cutlet,8,3,638,365
1018.jpg,UECFOOD256/11/1018.jpg,350,272,bibimbap,19,3,326,266
101805.jpg,UECFOOD256/141/101805.jpg,577,433,chicken cutlet,7,16,573,411
10182.jpg,UECFOOD256/107/10182.jpg,433,577,dry curry,25,38,419,495
101820.jpg,UECFOOD256/141/101820.jpg,620,402,chicken cutlet,15,36,612,365
101825.jpg,UECFOOD256/141/101825.jpg,360,480,chicken cutlet,5,132,353,464
101827.jpg,UECFOOD256/141/101827.jpg,612,408,chicken cutlet,30,20,569,404
10183.jpg,UECFOOD256/121/10183.jpg,577,433,chop suey,0,54,573,333
101832.jpg,UECFOOD256/141/101832.jpg,571,250,chicken cutlet,62,7,512,245
101852.jpg,UECFOOD256/141/101852.jpg,624,400,chicken cutlet,17,6,614,393
101854.jpg,UECFOOD256/141/101854.jpg,560,314,chicken cutlet,7,3,558,295
10187.jpg,UECFOOD256/121/10187.jpg,577,432,chop suey,36,21,546,397
101876.jpg,UECFOOD256/141/101876.jpg,688,363,chicken cutlet,4,3,627,288
101879.jpg,UECFOOD256/141/101879.jpg,432,302,chicken cutlet,12,21,410,257
10188.jpg,UECFOOD256/116/10188.jpg,500,500,crape,34,25,496,475
101895.jpg,UECFOOD256/141/101895.jpg,500,336,chicken cutlet,6,8,479,320
101897.jpg,UECFOOD256/149/101897.jpg,577,432,nachos,7,36,566,421
1019.jpg,UECFOOD256/11/1019.jpg,320,240,bibimbap,0,12,230,240
101997.jpg,UECFOOD256/153/101997.jpg,500,500,lasagna,4,4,489,493
102.jpg,UECFOOD256/2/102.jpg,240,180,eels on rice,0,0,240,180
1020.jpg,UECFOOD256/11/1020.jpg,250,188,bibimbap,6,0,250,188
1021.jpg,UECFOOD256/102/1021.jpg,613,407,okinawa soba,17,27,586,391
10214.jpg,UECFOOD256/121/10214.jpg,500,500,chop suey,3,2,496,495
1022.jpg,UECFOOD256/11/1022.jpg,190,140,bibimbap,0,6,169,140
102223.jpg,UECFOOD256/148/102223.jpg,611,408,tacos,47,17,605,385
102254.jpg,UECFOOD256/148/102254.jpg,577,433,tacos,7,12,571,422
102266.jpg,UECFOOD256/148/102266.jpg,612,408,tacos,34,18,560,406
102289.jpg,UECFOOD256/148/102289.jpg,612,408,tacos,40,22,564,385
1023.jpg,UECFOOD256/11/1023.jpg,320,240,bibimbap,20,0,320,240
102300.jpg,UECFOOD256/148/102300.jpg,577,433,tacos,12,23,562,425
102320.jpg,UECFOOD256/153/102320.jpg,500,500,lasagna,29,20,475,489
102325.jpg,UECFOOD256/148/102325.jpg,475,356,tacos,16,16,458,330
102346.jpg,UECFOOD256/148/102346.jpg,577,433,tacos,25,19,524,416
10235.jpg,UECFOOD256/116/10235.jpg,500,500,crape,14,35,456,335
102361.jpg,UECFOOD256/149/102361.jpg,432,578,nachos,18,14,422,558
102363.jpg,UECFOOD256/148/102363.jpg,606,412,tacos,53,8,573,398
10237.jpg,UECFOOD256/107/10237.jpg,433,577,dry curry,5,81,428,567
1024.jpg,UECFOOD256/11/1024.jpg,190,140,bibimbap,0,1,172,137
10241.jpg,UECFOOD256/121/10241.jpg,500,500,chop suey,43,14,496,456
102442.jpg,UECFOOD256/153/102442.jpg,500,500,lasagna,6,56,489,456
102456.jpg,UECFOOD256/153/102456.jpg,500,500,lasagna,32,37,468,450
102461.jpg,UECFOOD256/146/102461.jpg,525,396,scone,6,8,493,336
102462.jpg,UECFOOD256/146/102462.jpg,589,424,scone,1,12,570,399
102463.jpg,UECFOOD256/148/102463.jpg,577,433,tacos,32,55,553,411
102476.jpg,UECFOOD256/146/102476.jpg,480,480,scone,3,2,469,468
102478.jpg,UECFOOD256/149/102478.jpg,500,500,nachos,4,18,487,472
10248.jpg,UECFOOD256/121/10248.jpg,500,500,chop suey,90,72,465,385
1025.jpg,UECFOOD256/11/1025.jpg,263,350,bibimbap,0,15,263,312
102500.jpg,UECFOOD256/146/102500.jpg,545,458,scone,5,11,526,442
102513.jpg,UECFOOD256/146/102513.jpg,317,300,scone,6,7,310,287
102521.jpg,UECFOOD256/153/102521.jpg,500,500,lasagna,54,31,450,393
102543.jpg,UECFOOD256/146/102543.jpg,300,300,scone,0,58,298,296
102546.jpg,UECFOOD256/146/102546.jpg,400,400,scone,5,13,390,386
102557.jpg,UECFOOD256/146/102557.jpg,500,500,scone,34,10,496,493
10257.jpg,UECFOOD256/107/10257.jpg,360,480,dry curry,15,20,353,458
102570.jpg,UECFOOD256/149/102570.jpg,500,500,nachos,9,18,492,491
102593.jpg,UECFOOD256/146/102593.jpg,577,433,scone,21,14,553,422
102598.jpg,UECFOOD256/146/102598.jpg,577,433,scone,19,16,535,335
1026.jpg,UECFOOD256/11/1026.jpg,300,225,bibimbap,36,52,243,225
102602.jpg,UECFOOD256/146/102602.jpg,612,408,scone,30,74,587,397
102605.jpg,UECFOOD256/146/102605.jpg,500,500,scone,7,66,487,483
10261.jpg,UECFOOD256/121/10261.jpg,500,500,chop suey,7,6,495,477
10265.jpg,UECFOOD256/107/10265.jpg,500,500,dry curry,18,93,451,495
102654.jpg,UECFOOD256/153/102654.jpg,500,500,lasagna,14,54,467,460
1027.jpg,UECFOOD256/11/1027.jpg,243,182,bibimbap,0,0,243,182
10273.jpg,UECFOOD256/121/10273.jpg,500,500,chop suey,18,108,448,437
102739.jpg,UECFOOD256/149/102739.jpg,433,577,nachos,23,55,418,548
10274.jpg,UECFOOD256/107/10274.jpg,500,500,dry curry,29,18,481,431
10275.jpg,UECFOOD256/121/10275.jpg,500,500,chop suey,64,68,418,310
10277.jpg,UECFOOD256/118/10277.jpg,578,432,waffle,37,106,549,415
102772.jpg,UECFOOD256/149/102772.jpg,552,452,nachos,17,24,534,418
102782.jpg,UECFOOD256/149/102782.jpg,595,420,nachos,11,14,578,399
102788.jpg,UECFOOD256/149/102788.jpg,612,408,nachos,9,8,600,401
102790.jpg,UECFOOD256/153/102790.jpg,500,500,lasagna,9,39,485,481
102796.jpg,UECFOOD256/149/102796.jpg,612,408,nachos,65,0,602,402
1028.jpg,UECFOOD256/11/1028.jpg,300,239,bibimbap,0,0,300,239
102815.jpg,UECFOOD256/149/102815.jpg,612,408,nachos,11,8,598,392
10282.jpg,UECFOOD256/121/10282.jpg,577,433,chop suey,70,66,499,409
102827.jpg,UECFOOD256/149/102827.jpg,500,500,nachos,17,22,481,487
102828.jpg,UECFOOD256/149/102828.jpg,577,433,nachos,34,37,555,418
102829.jpg,UECFOOD256/149/102829.jpg,577,433,nachos,16,7,557,400
102833.jpg,UECFOOD256/149/102833.jpg,612,408,nachos,21,8,590,399
102848.jpg,UECFOOD256/149/102848.jpg,533,400,nachos,6,13,524,395
102852.jpg,UECFOOD256/153/102852.jpg,589,424,lasagna,29,21,574,388
102855.jpg,UECFOOD256/149/102855.jpg,515,485,nachos,4,32,498,440
102856.jpg,UECFOOD256/149/102856.jpg,577,433,nachos,9,12,564,416
102870.jpg,UECFOOD256/149/102870.jpg,577,433,nachos,21,9,564,423
1029.jpg,UECFOOD256/11/1029.jpg,325,274,bibimbap,0,2,325,274
102908.jpg,UECFOOD256/149/102908.jpg,612,408,nachos,17,15,598,397
102924.jpg,UECFOOD256/153/102924.jpg,500,334,lasagna,54,30,442,311
102928.jpg,UECFOOD256/149/102928.jpg,500,500,nachos,9,37,485,468
102930.jpg,UECFOOD256/149/102930.jpg,612,408,nachos,11,10,596,391
102941.jpg,UECFOOD256/149/102941.jpg,577,433,nachos,7,12,566,418
10296.jpg,UECFOOD256/121/10296.jpg,577,433,chop suey,66,119,411,413
102975.jpg,UECFOOD256/153/102975.jpg,500,375,lasagna,6,4,490,370
102984.jpg,UECFOOD256/138/102984.jpg,500,346,inarizushi,4,25,493,338
102990.jpg,UECFOOD256/138/102990.jpg,320,305,inarizushi,2,6,318,280
103.jpg,UECFOOD256/2/103.jpg,400,301,eels on rice,3,70,397,301
1030.jpg,UECFOOD256/11/1030.jpg,180,135,bibimbap,0,0,180,135
10301.jpg,UECFOOD256/114/10301.jpg,432,578,pancake,22,69,282,392
103021.jpg,UECFOOD256/138/103021.jpg,300,312,inarizushi,10,32,283,267
103023.jpg,UECFOOD256/138/103023.jpg,469,500,inarizushi,1,45,463,427
103029.jpg,UECFOOD256/138/103029.jpg,551,453,inarizushi,24,9,537,432
103049.jpg,UECFOOD256/138/103049.jpg,500,422,inarizushi,12,10,482,402
103052.jpg,UECFOOD256/153/103052.jpg,440,330,lasagna,41,8,419,298
103056.jpg,UECFOOD256/138/103056.jpg,610,409,inarizushi,24,27,587,388
103059.jpg,UECFOOD256/149/103059.jpg,577,433,nachos,25,7,555,418
10306.jpg,UECFOOD256/116/10306.jpg,500,500,crape,23,27,468,485
103061.jpg,UECFOOD256/138/103061.jpg,450,346,inarizushi,18,36,437,338
103062.jpg,UECFOOD256/153/103062.jpg,500,500,lasagna,9,41,421,481
103073.jpg,UECFOOD256/149/103073.jpg,571,437,nachos,28,12,533,418
103086.jpg,UECFOOD256/149/103086.jpg,611,408,nachos,3,3,597,394
103096.jpg,UECFOOD256/149/103096.jpg,519,481,nachos,4,34,507,462
1031.jpg,UECFOOD256/11/1031.jpg,270,200,bibimbap,41,2,243,162
103127.jpg,UECFOOD256/153/103127.jpg,500,500,lasagna,54,87,403,395
103137.jpg,UECFOOD256/149/103137.jpg,566,441,nachos,10,14,535,428
103146.jpg,UECFOOD256/138/103146.jpg,612,408,inarizushi,9,6,608,397
103168.jpg,UECFOOD256/149/103168.jpg,500,375,nachos,10,9,456,351
103169.jpg,UECFOOD256/153/103169.jpg,580,430,lasagna,21,3,569,399
103173.jpg,UECFOOD256/149/103173.jpg,500,500,nachos,15,16,481,497
103177.jpg,UECFOOD256/138/103177.jpg,500,483,inarizushi,15,20,487,452
103178.jpg,UECFOOD256/138/103178.jpg,350,274,inarizushi,4,3,337,268
1032.jpg,UECFOOD256/11/1032.jpg,200,150,bibimbap,12,8,194,147
103222.jpg,UECFOOD256/138/103222.jpg,389,336,inarizushi,31,8,365,324
103237.jpg,UECFOOD256/149/103237.jpg,611,409,nachos,43,10,591,407
103245.jpg,UECFOOD256/138/103245.jpg,400,266,inarizushi,5,8,377,256
103253.jpg,UECFOOD256/138/103253.jpg,422,592,inarizushi,73,46,357,555
103255.jpg,UECFOOD256/138/103255.jpg,557,448,inarizushi,13,20,527,431
103266.jpg,UECFOOD256/138/103266.jpg,500,375,inarizushi,87,48,489,368
1033.jpg,UECFOOD256/11/1033.jpg,200,150,bibimbap,13,12,195,148
103300.jpg,UECFOOD256/138/103300.jpg,600,400,inarizushi,16,21,581,381
103305.jpg,UECFOOD256/149/103305.jpg,500,500,nachos,15,16,485,475
103309.jpg,UECFOOD256/138/103309.jpg,427,500,inarizushi,12,37,412,475
103318.jpg,UECFOOD256/157/103318.jpg,433,577,oshiruko,132,278,336,485
103323.jpg,UECFOOD256/138/103323.jpg,400,265,inarizushi,17,27,385,241
103343.jpg,UECFOOD256/157/103343.jpg,500,375,oshiruko,79,39,440,309
103383.jpg,UECFOOD256/157/103383.jpg,612,407,oshiruko,120,57,504,366
103384.jpg,UECFOOD256/149/103384.jpg,500,500,nachos,4,10,489,477
103396.jpg,UECFOOD256/157/103396.jpg,612,407,oshiruko,47,22,546,351
1034.jpg,UECFOOD256/11/1034.jpg,250,188,bibimbap,6,0,250,177
103413.jpg,UECFOOD256/149/103413.jpg,500,500,nachos,3,4,489,493
103424.jpg,UECFOOD256/157/103424.jpg,433,577,oshiruko,51,161,376,454
103447.jpg,UECFOOD256/157/103447.jpg,612,408,oshiruko,141,32,575,377
103449.jpg,UECFOOD256/157/103449.jpg,500,333,oshiruko,79,34,407,285
103453.jpg,UECFOOD256/157/103453.jpg,612,407,oshiruko,126,47,508,317
103464.jpg,UECFOOD256/157/103464.jpg,500,375,oshiruko,26,40,423,365
103469.jpg,UECFOOD256/151/103469.jpg,400,400,scrambled egg,22,66,393,353
103471.jpg,UECFOOD256/157/103471.jpg,577,433,oshiruko,90,75,490,346
103475.jpg,UECFOOD256/149/103475.jpg,500,500,nachos,28,33,484,472
103480.jpg,UECFOOD256/151/103480.jpg,525,394,scrambled egg,16,19,516,380
103483.jpg,UECFOOD256/157/103483.jpg,612,407,oshiruko,109,40,514,210
103487.jpg,UECFOOD256/151/103487.jpg,500,500,scrambled egg,3,97,496,477
103490.jpg,UECFOOD256/138/103490.jpg,504,495,inarizushi,3,6,499,492
1035.jpg,UECFOOD256/11/1035.jpg,250,188,bibimbap,0,0,250,180
103514.jpg,UECFOOD256/151/103514.jpg,587,425,scrambled egg,7,8,579,405
103519.jpg,UECFOOD256/151/103519.jpg,500,500,scrambled egg,14,18,493,475
10352.jpg,UECFOOD256/121/10352.jpg,500,500,chop suey,23,18,473,489
103527.jpg,UECFOOD256/151/103527.jpg,635,393,scrambled egg,55,9,625,355
10353.jpg,UECFOOD256/107/10353.jpg,500,500,dry curry,14,95,250,475
103530.jpg,UECFOOD256/157/103530.jpg,612,408,oshiruko,28,45,420,329
103535.jpg,UECFOOD256/151/103535.jpg,577,433,scrambled egg,27,28,553,418
103541.jpg,UECFOOD256/151/103541.jpg,613,407,scrambled egg,15,18,563,381
103544.jpg,UECFOOD256/157/103544.jpg,612,408,oshiruko,112,32,415,227
103562.jpg,UECFOOD256/151/103562.jpg,400,300,scrambled egg,5,15,390,296
103563.jpg,UECFOOD256/151/103563.jpg,576,433,scrambled egg,5,95,568,413
103567.jpg,UECFOOD256/157/103567.jpg,577,433,oshiruko,46,7,533,378
103572.jpg,UECFOOD256/157/103572.jpg,500,332,oshiruko,81,55,329,236
103579.jpg,UECFOOD256/157/103579.jpg,577,433,oshiruko,119,3,434,279
103584.jpg,UECFOOD256/151/103584.jpg,612,407,scrambled egg,57,27,564,381
103592.jpg,UECFOOD256/138/103592.jpg,577,433,inarizushi,30,16,560,414
103594.jpg,UECFOOD256/157/103594.jpg,577,433,oshiruko,232,50,544,362
103595.jpg,UECFOOD256/149/103595.jpg,500,500,nachos,20,20,487,464
103599.jpg,UECFOOD256/151/103599.jpg,400,268,scrambled egg,2,24,362,263
1036.jpg,UECFOOD256/11/1036.jpg,350,262,bibimbap,0,0,350,262
103600.jpg,UECFOOD256/151/103600.jpg,530,471,scrambled egg,46,7,505,390
103605.jpg,UECFOOD256/138/103605.jpg,432,327,inarizushi,8,6,414,321
103606.jpg,UECFOOD256/151/103606.jpg,400,300,scrambled egg,17,12,377,280
103607.jpg,UECFOOD256/157/103607.jpg,612,407,oshiruko,97,23,518,396
103618.jpg,UECFOOD256/151/103618.jpg,400,300,scrambled egg,8,6,393,296
103620.jpg,UECFOOD256/138/103620.jpg,577,433,inarizushi,7,9,566,380
103639.jpg,UECFOOD256/151/103639.jpg,500,400,scrambled egg,17,11,473,381
103646.jpg,UECFOOD256/151/103646.jpg,300,389,scrambled egg,15,22,299,351
103647.jpg,UECFOOD256/151/103647.jpg,667,374,scrambled egg,100,17,602,366
103652.jpg,UECFOOD256/138/103652.jpg,433,577,inarizushi,10,12,426,562
103669.jpg,UECFOOD256/149/103669.jpg,500,375,nachos,9,17,498,351
1037.jpg,UECFOOD256/102/1037.jpg,577,433,okinawa soba,18,30,549,418
103705.jpg,UECFOOD256/151/103705.jpg,475,318,scrambled egg,74,9,408,288
10371.jpg,UECFOOD256/121/10371.jpg,500,500,chop suey,37,43,479,431
103712.jpg,UECFOOD256/151/103712.jpg,578,431,scrambled egg,27,7,549,427
10373.jpg,UECFOOD256/118/10373.jpg,577,433,waffle,10,7,560,400
103734.jpg,UECFOOD256/149/103734.jpg,500,500,nachos,15,16,484,468
103792.jpg,UECFOOD256/151/103792.jpg,610,406,scrambled egg,87,94,480,356
1038.jpg,UECFOOD256/11/1038.jpg,200,142,bibimbap,3,0,200,142
103806.jpg,UECFOOD256/151/103806.jpg,577,433,scrambled egg,19,5,546,398
10381.jpg,UECFOOD256/124/10381.jpg,577,433,samul,34,23,537,427
1039.jpg,UECFOOD256/11/1039.jpg,320,240,bibimbap,0,0,320,240
103903.jpg,UECFOOD256/149/103903.jpg,433,577,nachos,4,122,426,557
10392.jpg,UECFOOD256/121/10392.jpg,500,500,chop suey,42,68,479,412
10394.jpg,UECFOOD256/121/10394.jpg,577,433,chop suey,126,117,432,362
103941.jpg,UECFOOD256/149/103941.jpg,433,577,nachos,21,38,424,483
103969.jpg,UECFOOD256/154/103969.jpg,500,500,Caesar salad,1,8,498,497
10397.jpg,UECFOOD256/121/10397.jpg,577,433,chop suey,9,9,557,427
103978.jpg,UECFOOD256/149/103978.jpg,500,500,nachos,9,12,487,485
104.jpg,UECFOOD256/2/104.jpg,350,150,eels on rice,25,18,323,133
1040.jpg,UECFOOD256/11/1040.jpg,245,185,bibimbap,16,12,241,175
104002.jpg,UECFOOD256/154/104002.jpg,500,500,Caesar salad,6,31,481,487
104005.jpg,UECFOOD256/154/104005.jpg,380,380,Caesar salad,22,20,378,356
104065.jpg,UECFOOD256/154/104065.jpg,595,389,Caesar salad,22,29,591,345
104068.jpg,UECFOOD256/154/104068.jpg,518,481,Caesar salad,16,18,501,456
1041.jpg,UECFOOD256/11/1041.jpg,320,240,bibimbap,0,16,286,240
104124.jpg,UECFOOD256/154/104124.jpg,612,408,Caesar salad,38,15,546,384
104146.jpg,UECFOOD256/154/104146.jpg,580,380,Caesar salad,19,31,572,368
104148.jpg,UECFOOD256/154/104148.jpg,612,407,Caesar salad,13,6,581,395
104165.jpg,UECFOOD256/154/104165.jpg,500,375,Caesar salad,7,9,492,364
104173.jpg,UECFOOD256/154/104173.jpg,500,499,Caesar salad,18,18,470,480
1042.jpg,UECFOOD256/11/1042.jpg,350,265,bibimbap,0,0,350,265
10423.jpg,UECFOOD256/118/10423.jpg,613,407,waffle,7,16,582,403
1043.jpg,UECFOOD256/11/1043.jpg,450,337,bibimbap,0,0,450,337
1044.jpg,UECFOOD256/11/1044.jpg,240,268,bibimbap,0,31,240,248
104441.jpg,UECFOOD256/162/104441.jpg,503,496,apple pie,11,62,488,465
104489.jpg,UECFOOD256/162/104489.jpg,500,375,apple pie,21,6,471,356
104498.jpg,UECFOOD256/154/104498.jpg,500,337,Caesar salad,37,16,493,328
1045.jpg,UECFOOD256/11/1045.jpg,200,150,bibimbap,15,18,200,127
104582.jpg,UECFOOD256/162/104582.jpg,577,433,apple pie,7,10,566,420
1046.jpg,UECFOOD256/103/1046.jpg,500,500,mango pudding,10,18,487,450
104645.jpg,UECFOOD256/162/104645.jpg,500,375,apple pie,17,21,485,364
104647.jpg,UECFOOD256/154/104647.jpg,612,408,Caesar salad,9,17,598,396
104652.jpg,UECFOOD256/162/104652.jpg,612,408,apple pie,66,10,596,399
10467.jpg,UECFOOD256/114/10467.jpg,577,433,pancake,23,12,564,427
104676.jpg,UECFOOD256/162/104676.jpg,577,433,apple pie,34,30,544,411
104688.jpg,UECFOOD256/154/104688.jpg,577,433,Caesar salad,21,14,557,409
1047.jpg,UECFOOD256/11/1047.jpg,200,150,bibimbap,18,12,193,142
104785.jpg,UECFOOD256/162/104785.jpg,577,433,apple pie,156,19,544,423
1048.jpg,UECFOOD256/11/1048.jpg,350,263,bibimbap,0,0,350,263
10482.jpg,UECFOOD256/124/10482.jpg,433,577,samul,31,45,412,509
104858.jpg,UECFOOD256/162/104858.jpg,577,433,apple pie,41,39,560,423
104863.jpg,UECFOOD256/162/104863.jpg,432,578,apple pie,4,55,414,464
1049.jpg,UECFOOD256/103/1049.jpg,500,500,mango pudding,50,158,250,422
104914.jpg,UECFOOD256/162/104914.jpg,612,407,apple pie,66,20,546,401
104930.jpg,UECFOOD256/154/104930.jpg,452,300,Caesar salad,14,3,436,295
104993.jpg,UECFOOD256/162/104993.jpg,500,375,apple pie,51,6,485,346
105.jpg,UECFOOD256/2/105.jpg,210,158,eels on rice,0,0,176,122
1050.jpg,UECFOOD256/102/1050.jpg,613,407,okinawa soba,45,22,538,383
105080.jpg,UECFOOD256/160/105080.jpg,408,612,cream puff,36,38,401,520
105083.jpg,UECFOOD256/162/105083.jpg,612,407,apple pie,24,27,592,398
1051.jpg,UECFOOD256/11/1051.jpg,241,196,bibimbap,13,8,227,177
10517.jpg,UECFOOD256/107/10517.jpg,600,337,dry curry,172,5,590,320
105179.jpg,UECFOOD256/160/105179.jpg,500,332,cream puff,53,20,446,326
105186.jpg,UECFOOD256/162/105186.jpg,577,433,apple pie,18,21,530,413
105196.jpg,UECFOOD256/162/105196.jpg,577,433,apple pie,19,34,530,405
1052.jpg,UECFOOD256/11/1052.jpg,450,300,bibimbap,0,13,450,300
105217.jpg,UECFOOD256/162/105217.jpg,612,408,apple pie,80,13,516,402
105228.jpg,UECFOOD256/154/105228.jpg,577,433,Caesar salad,36,68,542,402
